book_name,book_writer,book_date,book_price,book_cover,book_page,book_size,book_weight,book_category,book_publisher,sales_point
테미스의 검,나카야마 시치리,2018-06-28,"14,220",양장본,472,128*188mm,588,소설/시/희곡,블루홀식스(블루홀6),"2,925"
정동정치,브라이언 마수미,2018-06-29,"19,800",NA,384,139*208mm,499,사회과학,갈무리,"1,650"
클래식 음악 연표,김동연,2018-06-29,"8,550",반양장본,140,110*180mm,194,예술/대중문화,프란츠,"6,695"
두 얼굴의 백신,스튜어트 블룸,2018-06-29,"14,400",반양장본,412,152*225mm,712,과학,박하,"2,205"
인공지능의 존재론,"이중원,?박충식,?이영의,?고인석,?천현득,?정재현,?신상규,?목광수,?이상욱",2018-06-29,"28,000",양장본,328,152*223mm,590,인문학,한울(한울아카데미),700
세다,구스타 에리코,2018-07-20,"11,700",양장본,40,216*285mm,478,유아,북뱅크,285
우리말 지혜,조현용,2018-06-30,"12,600",반양장본,288,145*205mm,391,에세이,마리북스,405
마음은 이미 마음을 알고 있다 : 공적영지,한자경,2018-06-30,"11,700",양장본,168,125*170mm,255,인문학,김영사,"2,450"
기술을 의심한다,앤드류 핀버그,2018-06-12,"22,500",NA,394,147*215mm,512,인문학,당대,165
나도 다 컸어요,카트린 르블랑,2018-06-20,"10,800",양장본,32,215*287mm,394,유아,아라미,315
케첩맨,스즈키 노리타케,2018-06-29,"9,000",양장본,32,220*175mm,221,유아,비룡소,"2,415"
셜록 홈스 과학수사 클럽,"유제설,?정명섭",2018-07-10,"15,300",반양장본,312,152*225mm,564,인문학,와이즈맵,"1,080"
엄마영어학교,윤영숙,2018-07-04,"13,500",반양장본,260,152*220mm,483,좋은부모,이상,"1,215"
배반당한 혁명,레온 트로츠키,2018-07-01,"19,800",NA,416,130*188mm,541,사회과학,갈무리,686
박정희 대 박정희,전재호,2018-06-22,"13,500",반양장본,256,152*223mm,344,사회과학,이매진,135
나는 왠지 떳떳하지 못합니다,마쓰무라 게이치로,2018-07-03,"14,400",반양장본,196,135*198mm,240,인문학,한권의책,"2,550"
닥치고 데스런 스트레칭,"장임태,?조성준",2018-07-10,"12,420",반양장본,144,188*257mm,274,건강/취미/레저,더디퍼런스,"3,620"
하늘정원,김영미,2018-06-29,"11,700",양장본,36,210*282mm,386,유아,뜨인돌어린이,310
너희는 꼭 서로 만났으면 좋갔다,"유춘하,?유현미",2018-06-30,"10,800",양장본,32,235*210mm,304,어린이,낮은산,780
사는 동안 좋은 일만 있으라고,양정은,2018-07-06,"21,600",양장본,224,190*248mm,860,가정/요리/뷰티,디자인하우스,"1,080"
"소쉬르, 몽블랑에 오르다",피에르 장지위스,2018-07-30,"13,500",양장본,40,210*297mm,441,어린이,책빛,"1,050"
신사와 선비,백승종,2018-07-10,"15,300",NA,324,152*225mm,616,인문학,사우,"2,490"
먹고 산다는 것에 대하여,이나가키 에미코,2018-06-28,"12,600",반양장본,268,138*202mm,394,에세이,엘리,"1,780"
[세트] 강원국의 글쓰기 + 회장님의 글쓰기 - 전2권,강원국,2018-06-25,"28,800",NA,696,152*223mm,1260,인문학,메디치미디어,80
[세트] 강원국의 글쓰기 + 대통령의 글쓰기 - 전2권,강원국,2018-06-25,"28,800",NA,664,152*225mm,1220,인문학,메디치미디어,470
[세트] 강원국의 글쓰기 + 대통령의 글쓰기 + 회장님의 글쓰기 - 전3권,강원국,2018-06-25,"43,200",반양장본,1024,152*225mm,1865,인문학,메디치미디어,260
니체의 문화혁명,박찬국,2018-06-25,"15,000",반양장본,345,152*225mm,526,인문학,철학과현실사,140
완전소화,류은경,2018-07-02,"14,400",반양장본,288,150*225mm,501,건강/취미/레저,다산라이프,"8,155"
마블 히어로즈 저니 시리즈 : 앤트맨과 와스프,스티브 벨링,2018-07-18,"12,600",반양장본,160,140*200mm,297,소설/시/희곡,아르누보,"2,780"
2025 한반도 新경제지도,소현철,2018-07-12,"15,120",반양장본,288,152*224mm,528,경제경영,한즈미디어(한스미디어),770
초등 수업을 살리는 체육 레시피 101,같이교육,2018-06-29,"14,400",NA,424,210*260mm,806,사회과학,천재교육,470
초등 수업을 살리는 음악 레시피 101,같이교육,2018-06-29,"14,400",NA,416,210*260mm,790,사회과학,천재교육,855
왜 유독 그 가게만 잘될까,현성운,2018-07-02,"13,500",반양장본,268,152*215mm,448,경제경영,다산북스,"5,330"
반려식물 키우기,강지혜,2018-06-28,"11,700",양장본,104,210*268mm,567,어린이,상상의집,75
책이 선생이다,"김보영,?황시운,?한지혜,?홍희정,?김중일,?듀나",2018-06-29,"9,900",NA,176,122*189mm,123,인문학,엑스북스(xbooks),415
"인간, Great Mystery",앨리스터 맥그래스,2018-06-29,"13,500",반양장본,356,140*205mm,463,종교/역학,복있는사람,"1,085"
노인과 바다,어니스트 헤밍웨이,2018-07-10,"7,650",반양장본,160,120*190mm,183,소설/시/희곡,반니,130
인간실격,다자이 오사무,2018-07-10,"7,650",반양장본,180,120*190mm,202,소설/시/희곡,반니,155
한국인이 좋아하는 중국요리,"여경래,?여경옥",2018-06-25,"13,320",반양장본,224,188*254mm,698,가정/요리/뷰티,이밥차(그리고책),"1,690"
세상에서 가장 재미있는 성경 읽기,"고가 히로시,?마카베 이와오,?요시오카 야스코",2018-06-29,"13,500",반양장본,224,128*188mm,433,종교/역학,위즈덤하우스,"5,205"
실력과 노력으로 성공했다는 당신에게,로버트 H. 프랭크,2018-07-06,"13,500",반양장본,288,135*200mm,403,경제경영,글항아리,"6,135"
한극의 원형을 찾아서 : 궁중의례,"양혜숙,?윤광봉,?신현숙,?김종수,?조재모,?송지원,?백영자,?김종애,?김상보,?김태연",2018-07-01,"42,750",양장본,326,152*223mm,587,인문학,열화당,25
본격 한중일 세계사 2,굽시니스트,2018-06-29,"13,320",반양장본,344,152*225mm,629,역사,위즈덤하우스,"9,880"
서밍 업,서머싯 몸,2018-07-05,"14,400",반양장본,404,130*210mm,487,에세이,위즈덤하우스,"1,625"
존댓말로 여행하는 네 명의 남자,마미야 유리코,2018-07-05,"12,420",반양장본,388,128*188mm,416,소설/시/희곡,위즈덤하우스,770
연동하는 동아시아를 보는 눈,박경석,2018-06-25,"22,500",반양장본,432,152*223mm,727,역사,창비,180
계룡선녀전 1~5 세트 - 전5권 (완결/박스세트),돌배,2018-07-05,"54,000",반양장본,1464,148*210mm,1903,만화,위즈덤하우스,"1,380"
계룡선녀전 5,돌배,2018-07-05,"10,800",반양장본,288,148*210mm,517,만화,위즈덤하우스,"2,465"
인포그래픽으로 만나는 신비로운 인체 Body,스티브 파커,2018-06-20,"26,100",양장본,242,196*251mm,605,과학,영림카디널,220
긍정의 훈육 : 청소년 편,"제인 넬슨,?린 로트",2018-06-22,"14,400",반양장본,348,152*225mm,517,좋은부모,에듀니티,"2,165"
누가 헤밍웨이를 죽였나,박홍규,2018-06-29,"12,600",반양장본,340,148*210mm,461,인문학,푸른들녘,165
북한체제의 기원,김재웅,2018-06-25,"31,500",NA,584,152*224mm,1110,역사,역사비평사,710
속지 않고 중고차 잘 사는 법,오영아,2018-07-10,"17,820",반양장본,396,152*225mm,682,경제경영,성림비즈북,900
#i세대,진 트웬지,2018-07-16,"18,000",반양장본,524,150*220mm,816,경제경영,매일경제신문사,490
카페 보문을 부탁해요 2,심우도,2018-06-29,"15,120",반양장본,460,140*210mm,672,만화,창비,"1,150"
카페 보문을 부탁해요 1,심우도,2018-06-29,"15,120",반양장본,412,140*210mm,607,만화,창비,"1,260"
사회적 경제란 무엇인가,김기섭,2018-07-01,"17,550",반양장본,494,148*210mm,651,사회과학,들녘,835
나는 자발적 방콕주의를 선택했다,박소진,2018-06-30,"11,700",반양장본,216,140*200mm,333,자기계발,마음의숲,385
두뇌 UP 오리지널 스도쿠 세트 - 전3권 (스프링),달곰미디어 콘텐츠연구소?(기획) ,2018-06-20,"12,750",NA,576,125*180mm,576,건강/취미/레저,달곰미디어,965
"토마토야, 왜 그래?",다나카 기요,2018-06-25,"10,800",양장본,28,263*188mm,322,유아,비룡소,355
우리 땅 지질 여행,김용희,2018-06-29,"13,500",양장본,60,230*300mm,570,어린이,그린북,65
다시 김구를 부르다,유기홍,2018-06-30,"12,600",반양장본,324,153*225mm,616,사회과학,와이즈베리,55
리치 파머,"김철수,?김재후,?고은이,?강진규,?홍선표",2018-07-02,"14,400",NA,300,152*225mm,570,경제경영,한국경제신문,"1,795"
꼬마 카멜레온의 커다란 질문,카롤린 펠리시에,2018-06-27,"10,800",양장본,32,230*285mm,394,유아,웅진주니어,660
알아두면 돈 되는 1인기업 세무과외,박순웅,2018-07-05,"15,300",반양장본,340,153*225mm,652,경제경영,베가북스,"1,115"
멘사 수학 수학 테스트,멘사 인터내셔널,2018-06-30,"11,250",반양장본,184,185*237mm,459,어린이,다산기획,300
베이커리 인 더 시티,파티시에 Magazine,2018-07-10,"11,700",반양장본,192,150*210mm,445,여행,비앤씨월드,670
굿 나이트 스토리즈 포 레벨 걸스,"엘레나 파빌리,?프란체스카 카발로",2018-07-12,"19,800",양장본,232,178*241mm,804,어린이,주니어김영사,"5,145"
말하지 않아야 할 때,이영표,2018-06-29,"10,800",반양장본,216,118*188mm,311,에세이,홍성사,600
남들처럼 육아하지 않습니다,"차상진,?하태욱",2018-06-30,"13,500",반양장본,328,140*200mm,498,좋은부모,휴(休),"1,995"
악어 엄마,조은수,2018-07-11,"10,800",양장본,48,264*213mm,414,유아,풀빛,"2,180"
우주 전사 복실이,한미호,2018-06-22,"10,800",양장본,48,217*285mm,458,유아,국민서관,30
호모 루덴스,요한 하위징아,2018-07-15,"14,400",반양장본,456,148*210mm,535,인문학,연암서가,"1,635"
녹두전 2,혜진양,2018-06-28,"11,700",NA,264,148*210mm,343,만화,artePOP(아르테팝),"2,035"
녹두전 1,혜진양,2018-06-28,"11,700",NA,260,148*210mm,338,만화,artePOP(아르테팝),"2,025"
칼뱅을 읽다,데이비드 B. 칼훈,2018-06-20,"21,600",양장본,436,140*210mm,610,종교/역학,죠이북스,680
세계를 만드는 방법,손아람,2018-07-09,"13,500",반양장본,304,138*205mm,401,사회과학,우리학교,"1,020"
언제부턴가 사람들이 내 말에 집중하기 시작했다,김현아,2018-07-02,"12,600",반양장본,264,135*200mm,380,자기계발,포레스트북스,"1,360"
마지막 순간에 일어난 엄청난 변화들,그레이스 페일리,2018-06-26,"12,600",양장본,284,126*192mm,367,소설/시/희곡,비채,"1,795"
19호실로 가다,도리스 레싱,2018-07-05,"12,420",반양장본,348,130*188mm,379,소설/시/희곡,문예출판사,"24,080"
문화사회학으로 바라본 한국의 세대 연대기,최샛별,2018-06-28,"22,000",NA,320,153*225mm,608,사회과학,이화여자대학교출판문화원,375
띠띠뽀 띠띠뽀 미니 가방 퍼즐,키즈아이콘 편집부,2018-06-27,"5,950",NA,24,167*185mm,438,유아,키즈아이콘(아이코닉스),325
빨강머리 앤 레시피북,"케이트 맥도날드,?루시 모드 몽고메리",2018-06-20,"16,200",NA,112,191*216mm,213,가정/요리/뷰티,티움,"5,950"
브로토피아,에밀리 창,2018-06-29,"14,400",반양장본,552,152*223mm,773,사회과학,와이즈베리,280
이청준 판소리 동화 세트 - 전5권,이청준,2018-06-27,"48,600",양장본,774,150*205mm,1650,어린이,문학과지성사,380
한국 사회과학 개념사,"하영선,?손열",2018-06-29,"28,800",양장본,320,148*210mm,448,사회과학,한울(한울아카데미),135
내 옆의 아빠,수쉬,2018-06-27,"10,800",양장본,40,229*254mm,383,유아,주니어김영사,"1,135"
내가 라틴아메리카에서 보고 들은 것들,중남미지역원,2018-06-15,"13,500",반양장본,264,144*210mm,447,역사,알렙,175
순례를 떠나다,마이클 마셜,2018-06-30,"14,400",반양장본,344,130*200mm,352,종교/역학,비아,960
40대에 도전해서 성공한 부자들,유동효,2018-07-09,"13,500",반양장본,284,142*210mm,440,자기계발,유노북스,"3,620"
내가 해 볼래요,와타나베 유코,2018-06-27,"10,800",양장본,40,215*264mm,365,유아,주니어김영사,485
스티브 맥커리,"장 다비드 모르방,?세브린 트레푸엘",2018-07-05,"19,800",양장본,144,210*297mm,764,예술/대중문화,서해문집,395
상처받지 않고 나답게 사는 인생수업,김달국,2018-07-20,"11,700",반양장본,266,140*204mm,340,자기계발,더블엔(더블:엔),510
"아무튼, 로드무비",김호영,2018-06-27,"8,910",NA,144,110*178mm,144,에세이,위고,"1,515"
비커밍 페이스북,마이크 회플링거,2018-07-06,"15,300",반양장본,360,150*215mm,607,경제경영,부키,830
인간 폭력의 기원,야마기와 주이치,2018-07-06,"15,300",반양장본,348,135*205mm,417,과학,곰출판,"1,470"
나의 지도책,사라 파넬리,2018-06-27,"12,350",양장본,32,280*250mm,442,유아,소동,450
"달려라, 달리!",이지은,2018-07-16,"12,600",양장본,216,135*183mm,372,에세이,김영사,"11,025"
대한민국 아파트 부의 지도,이상우,2018-06-29,"15,120",반양장본,328,152*225mm,745,경제경영,한빛비즈,"24,010"
브레드 베이커스 어프렌티스,피터 라인하트,2018-06-28,"32,400",양장본,336,229*254mm,1476,가정/요리/뷰티,한즈미디어(한스미디어),"1,025"
사무인간의 모험,이종서,2018-06-28,"11,700",반양장본,240,148*210mm,352,인문학,웨일북,"1,995"
머니쇼 2018,매일경제 2018 서울머니쇼 취재팀,2018-07-10,"14,400",반양장본,296,152*223mm,545,경제경영,매일경제신문사,920
지구 100 2,더글러스 팔머,2018-06-30,"13,500",반양장본,324,152*224mm,563,과학,청아출판사,170
필드에서 바로 통하는 골프 가이드북 (스프링),조원득,2018-07-01,"11,250",NA,48,100*180mm,48,건강/취미/레저,베이직북스,480
시간이 보이니?,페르닐라 스탈펠트,2018-06-25,"9,900",양장본,36,175*235mm,262,어린이,시금치,365
여름 낚시,김지안,2018-06-18,"9,000",양장본,36,205*210mm,291,유아,JEI재능교육(재능출판),"1,120"
소설 제주,"전석순,?김경희,?SOOJA,?이은선,?윤이형,?구병모",2018-07-14,"10,800",반양장본,220,124*188mm,277,소설/시/희곡,아르띠잔,"1,555"
미친놈들에게 당하지 않고 살아남는 법,이회림,2018-07-20,"14,220",반양장본,296,152*223mm,4049,건강/취미/레저,청림Life,"3,430"
헤이 스웨덴,"이성원,?조수영",2018-06-29,"12,600",반양장본,248,153*215mm,464,사회과학,지콜론북,730
No! 백번 말해도 No!,니나 리케,2018-06-27,"13,050",반양장본,392,140*210mm,510,소설/시/희곡,문학사상사,40
Merry Summer + 아크릴물감 세트,드로잉메리,2018-07-24,"25,650",NA,104,168*250mm,198,예술/대중문화,휴머니스트,"5,995"
톰보이,리즈 프린스,2018-06-29,"13,500",반양장본,256,140*210mm,416,사회과학,윌컴퍼니(WILLCOMPANY),"1,265"
베게너의 지구,김영호,2018-06-20,"12,600",NA,276,148*210mm,359,과학,나무와숲,585
빅 움직이는 정글 악어,"김희정?(그림),?만들기 아저씨?(기획) ",2018-06-15,"9,450",NA,26,255*345mm,400,유아,스마트베어,175
아메리칸 스타일 비스코티,하라 아키코,2018-06-29,"11,700",반양장본,88,210*220mm,310,가정/요리/뷰티,윌스타일(WILLSTYLE),845
빅 움직이는 동화나라 공주,"이승석?(그림),?만들기 아저씨?(기획) ",2018-06-15,"9,450",NA,26,255*345mm,400,유아,스마트베어,150
전쟁과 평화 1,레프 니콜라예비치 톨스토이,2018-06-15,"14,400",반양장본,700,132*225mm,755,소설/시/희곡,민음사,"1,200"
3일간의 행복 스페셜 에디션,미아키 스가루,2018-06-27,"12,600",양장본,376,130*189mm,526,소설/시/희곡,영상출판미디어(주),"3,600"
엄마랑 똑같지?,이향안,2018-06-30,"10,800",양장본,30,230*230mm,290,유아,현암주니어,355
한현민의 블랙 스웨그,김민정,2018-07-11,"9,450",반양장본,128,128*188mm,166,에세이,도서출판 아시아,"1,765"
피싱,브라이언 페이건,2018-06-30,"17,010",반양장본,568,142*217mm,649,인문학,을유문화사,"3,165"
농촌생활 교과서,성미당출판,2018-07-10,"15,120",반양장본,272,188*257mm,733,과학,보누스,"1,035"
마음대로 골라 봐! : 생활,피파 굿하트,2018-06-30,"11,700",양장본,36,247*285mm,431,유아,길벗어린이,165
바그다드의 프랑켄슈타인,아흐메드 사다위,2018-06-28,"13,500",반양장본,304,142*210mm,409,소설/시/희곡,더봄,"1,815"
마음대로 골라 봐! : 우주,피파 굿하트,2018-06-30,"11,700",양장본,36,247*285mm,430,유아,길벗어린이,90
마음대로 골라 봐! : 상상,피파 굿하트,2018-06-30,"11,700",양장본,36,247*285mm,428,유아,길벗어린이,215
끝나지 않은 전쟁,안민석,2018-07-02,"13,500",반양장본,412,148*210mm,550,사회과학,위즈덤하우스,495
데이터 자본주의,"빅토어 마이어 쇤베르거,?토마스 람게",2018-07-10,"18,000",양장본,348,152*225mm,522,경제경영,21세기북스,"1,445"
